room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Entire home/apt,Financial District,37.79203,-122.40284,99.0,2023-06-01
Entire home/apt,Chinatown,37.79175,-122.4045,123.0,2023-03-11
Entire home/apt,Glen Park,37.73604,-122.43777,211.0,2023-05-22
Entire home/apt,Russian Hill,37.80121,-122.41339,180.0,2023-06-03
Private room,Haight Ashbury,37.77255,-122.44985,73.0,2023-05-21
Private room,Haight Ashbury,37.77175,-122.45012,78.0,2023-05-20
Private room,Haight Ashbury,37.77031,-122.44948,73.0,2023-05-21
Entire home/apt,Outer Sunset,37.75474,-122.48924,511.0,2023-05-23
Private room,Inner Richmond,37.776084899902344,-122.4555206298828,100.0,2023-05-29
Private room,North Beach,37.80023,-122.40844,100.0,2023-05-23
Entire home/apt,Haight Ashbury,37.76761,-122.45139,250.0,2023-04-24
Entire home/apt,South of Market,37.77907,-122.40503,113.0,2023-05-28
Private room,Outer Sunset,37.7517,-122.5051,87.0,2023-05-15
Private room,Excelsior,37.71727,-122.43644,85.0,2023-04-09
Entire home/apt,Glen Park,37.74102,-122.42815,89.0,2023-05-12
Private room,Russian Hill,37.80244,-122.42402,185.0,2023-05-30
Entire home/apt,Bayview,37.72013,-122.39822,74.0,2023-05-16
Entire home/apt,Mission,37.76016,-122.42225,286.0,2023-05-29
Entire home/apt,Bernal Heights,37.74213,-122.41788,204.0,2023-04-09
Entire home/apt,West of Twin Peaks,37.74098,-122.46327,136.0,2023-05-14
Entire home/apt,Bernal Heights,37.73466,-122.41694,456.0,2023-04-17
Private room,Outer Sunset,37.74771,-122.49262,156.0,2023-05-11
Entire home/apt,Castro/Upper Market,37.7683,-122.43016,299.0,2023-05-21
Private room,Inner Richmond,37.78174,-122.47415,60.0,2023-05-08
Entire home/apt,Diamond Heights,37.74354,-122.44248,127.0,2023-05-28
Entire home/apt,Downtown/Civic Center,37.7873,-122.41141,115.0,2023-03-09
Entire home/apt,Presidio Heights,37.78323,-122.4548,515.0,2023-05-27
Entire home/apt,Mission,37.75803,-122.42347,249.0,2023-05-16
Entire home/apt,Mission,37.7579,-122.41959,335.0,2023-06-04
Entire home/apt,North Beach,37.7986,-122.40598,185.0,2023-04-03
Private room,Inner Sunset,37.76347,-122.46415,110.0,2023-04-29
Entire home/apt,Outer Richmond,37.77502,-122.48035,89.0,2023-05-31
Private room,Outer Richmond,37.77681,-122.481,77.0,2023-05-31
Entire home/apt,North Beach,37.80333,-122.40962,585.0,2023-05-08
Private room,Haight Ashbury,37.76703,-122.44376,185.0,2023-05-31
Entire home/apt,Haight Ashbury,37.76394,-122.45119,208.0,2023-03-04
Entire home/apt,Excelsior,37.72411,-122.40801,316.0,2023-05-21
Entire home/apt,Castro/Upper Market,37.76685,-122.43499,163.0,2023-05-26
Entire home/apt,Haight Ashbury,37.77206,-122.44957,185.0,2023-05-10
Entire home/apt,Outer Richmond,37.77614,-122.50391,145.0,2023-05-30
Private room,Downtown/Civic Center,37.785835,-122.411598,98.0,2023-05-26
Entire home/apt,Haight Ashbury,37.77392,-122.43847,175.0,2023-04-12
Entire home/apt,Mission,37.76122,-122.42319,385.0,2023-05-23
Entire home/apt,Noe Valley,37.74845,-122.42958,121.0,2023-05-30
Private room,Bayview,37.7359,-122.38547,105.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.763809,-122.430992,160.0,2023-04-23
Entire home/apt,Noe Valley,37.75383,-122.4389,148.0,2023-05-15
Private room,Castro/Upper Market,37.76342,-122.4327,151.0,2023-05-21
Entire home/apt,Mission,37.75153,-122.42301,169.0,2023-03-01
Entire home/apt,Haight Ashbury,37.76699,-122.44643,150.0,2023-01-07
Entire home/apt,South of Market,37.77613,-122.41531,149.0,2023-05-28
Entire home/apt,Western Addition,37.77773,-122.43893,79.0,2023-03-09
Entire home/apt,West of Twin Peaks,37.74396,-122.46338,120.0,2023-05-30
Private room,Seacliff,37.78006,-122.50905,113.0,2023-06-02
Private room,Haight Ashbury,37.77347,-122.44364,152.0,2023-06-01
Entire home/apt,Potrero Hill,37.76497,-122.39798,414.0,2023-04-28
Entire home/apt,Crocker Amazon,37.71329,-122.43633,101.0,2023-06-03
Private room,Inner Sunset,37.76142,-122.47448,34.0,2023-01-31
Entire home/apt,Inner Sunset,37.76315,-122.47293,275.0,2023-05-13
Private room,Noe Valley,37.7548,-122.43413,130.0,2023-05-19
Private room,Noe Valley,37.75017,-122.44158,100.0,2023-04-30
Private room,Marina,37.80417,-122.42661,173.0,2023-05-31
Entire home/apt,West of Twin Peaks,37.7299,-122.46185,139.0,2023-04-30
Entire home/apt,Inner Sunset,37.76121,-122.47583,95.0,2023-05-01
Entire home/apt,Noe Valley,37.74859,-122.4318,649.0,2023-04-24
Private room,Castro/Upper Market,37.76581954956055,-122.43441772460938,130.0,2023-05-22
Entire home/apt,Western Addition,37.77705,-122.43651,523.0,2023-05-28
Entire home/apt,Inner Richmond,37.77838,-122.46129,149.0,2023-05-21
Entire home/apt,Western Addition,37.78744,-122.44352,95.0,2023-03-26
Entire home/apt,Crocker Amazon,37.70942,-122.43542,106.0,2023-05-25
Private room,Western Addition,37.77127,-122.42945,145.0,2023-05-28
Entire home/apt,Haight Ashbury,37.76636,-122.44887,265.0,2023-04-23
Entire home/apt,Bernal Heights,37.73863,-122.41713,213.0,2023-05-28
Private room,Excelsior,37.72618,-122.43168,68.0,2023-05-20
Entire home/apt,Western Addition,37.777439,-122.423988,250.0,2023-04-02
Entire home/apt,Outer Mission,37.72817,-122.45077,170.0,2023-06-03
Private room,Castro/Upper Market,37.76137,-122.42661,168.0,2023-06-02
Entire home/apt,Potrero Hill,37.75991,-122.4048,250.0,2023-06-01
Entire home/apt,Pacific Heights,37.78792,-122.44379,180.0,2023-03-11
Entire home/apt,South of Market,37.77329,-122.42053,130.0,2023-02-18
Entire home/apt,Mission,37.75141,-122.4198,150.0,2023-05-03
Entire home/apt,Bernal Heights,37.73828,-122.41274,465.0,2023-04-25
Entire home/apt,Nob Hill,37.79628,-122.41603,200.0,2023-01-31
Private room,Haight Ashbury,37.76545,-122.44938,84.0,2023-05-20
Private room,Mission,37.76023,-122.40916,125.0,2023-02-05
Private room,Excelsior,37.72686,-122.42014,37.0,2023-03-07
Entire home/apt,Pacific Heights,37.79588,-122.42757,394.0,2023-02-19
Entire home/apt,West of Twin Peaks,37.73875,-122.46224,225.0,2023-05-05
Entire home/apt,Outer Richmond,37.77878,-122.48282,201.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.75853,-122.42777,614.0,2023-05-07
Entire home/apt,Potrero Hill,37.7551,-122.40249,107.0,2023-05-31
Entire home/apt,Bernal Heights,37.74427,-122.42386,165.0,2023-04-07
Entire home/apt,South of Market,37.78801727294922,-122.38972473144533,180.0,2023-04-24
Entire home/apt,Outer Sunset,37.74711,-122.48927,137.0,2023-04-25
Entire home/apt,Outer Mission,37.72616351431661,-122.44467269842742,280.0,2023-05-28
Entire home/apt,Western Addition,37.77311,-122.42651,186.0,2023-06-02
Entire home/apt,Bernal Heights,37.74043,-122.41299,168.0,2023-05-21
Entire home/apt,Potrero Hill,37.76321,-122.39799,202.0,2023-05-29
Private room,Western Addition,37.78426,-122.42657,95.0,2023-05-20
Entire home/apt,Haight Ashbury,37.77432,-122.43964,150.0,2023-04-08
Entire home/apt,Western Addition,37.77985,-122.44126,171.0,2023-05-27
Private room,Western Addition,37.77848,-122.44118,99.0,2023-04-17
Entire home/apt,Castro/Upper Market,37.75759,-122.42569,470.0,2023-03-31
Private room,West of Twin Peaks,37.73545,-122.46474,53.0,2023-05-01
Entire home/apt,South of Market,37.77985,-122.40496,180.0,2023-03-25
Entire home/apt,Noe Valley,37.75259,-122.42552,145.0,2023-01-27
Entire home/apt,Inner Richmond,37.77643,-122.47035,196.0,2023-05-05
Entire home/apt,Nob Hill,37.79424,-122.41493,91.0,2023-05-31
Entire home/apt,Potrero Hill,37.7615,-122.40283,106.0,2023-05-15
Entire home/apt,Mission,37.76837,-122.42465,164.0,2023-05-29
Entire home/apt,Potrero Hill,37.76391,-122.3934,269.0,2023-05-24
Entire home/apt,South of Market,37.77799,-122.39805,172.0,2023-02-04
Private room,Mission,37.7539,-122.42339,93.0,2023-05-04
Entire home/apt,Western Addition,37.77914,-122.43591,85.0,2023-01-02
Private room,Excelsior,37.72253,-122.40874,130.0,2023-05-29
Private room,Mission,37.76081,-122.41894,99.0,2023-06-01
Entire home/apt,Mission,37.76223,-122.41143,189.0,2023-05-27
Entire home/apt,Mission,37.75081,-122.40897,386.0,2023-05-06
Entire home/apt,Bernal Heights,37.74035,-122.42012,125.0,2023-03-14
Entire home/apt,South of Market,37.78627,-122.39069,144.0,2023-03-11
Private room,Bernal Heights,37.73963,-122.41492,123.0,2023-05-15
Entire home/apt,Haight Ashbury,37.77285,-122.45212,500.0,2023-05-23
Entire home/apt,Mission,37.76229,-122.42228,375.0,2023-02-19
Entire home/apt,Inner Richmond,37.78006,-122.46116,225.0,2023-05-15
Private room,Mission,37.74948,-122.42253,85.0,2023-05-16
Entire home/apt,Downtown/Civic Center,37.78133,-122.42135,76.0,2023-04-20
Entire home/apt,Outer Richmond,37.77428,-122.50759,181.0,2023-05-30
Entire home/apt,Bernal Heights,37.73622,-122.42032,68.0,2023-04-30
Entire home/apt,Potrero Hill,37.75888,-122.39843,125.0,2023-04-09
Entire home/apt,Western Addition,37.7707,-122.43017,475.0,2023-01-21
Private room,West of Twin Peaks,37.72816,-122.45817,198.0,2023-05-30
Entire home/apt,Haight Ashbury,37.76726,-122.4453,128.0,2023-01-20
Entire home/apt,Pacific Heights,37.79025,-122.43632,685.0,2023-05-27
Entire home/apt,Bernal Heights,37.74707,-122.40607,150.0,2023-05-18
Private room,Bernal Heights,37.74038314819336,-122.42191314697266,130.0,2023-05-30
Private room,Mission,37.76605,-122.41669,79.0,2023-05-29
Private room,Mission,37.7675,-122.41514,80.0,2023-05-18
Private room,Mission,37.76458,-122.41571,100.0,2023-05-26
Private room,Mission,37.76538,-122.41461,76.0,2023-05-27
Entire home/apt,Mission,37.75393,-122.42505,326.0,2023-05-01
Entire home/apt,South of Market,37.77944,-122.40333,109.0,2023-05-26
Private room,Inner Richmond,37.77842,-122.46802,70.0,2023-06-03
Entire home/apt,Presidio Heights,37.78887,-122.44754,176.0,2023-05-20
Private room,Western Addition,37.77432,-122.43644,111.0,2023-06-02
Entire home/apt,Outer Sunset,37.7472,-122.50567,207.0,2023-05-18
Entire home/apt,North Beach,37.80008,-122.4056,180.0,2023-04-02
Entire home/apt,Potrero Hill,37.76115,-122.4034,110.0,2023-03-18
Entire home/apt,Glen Park,37.7385,-122.4263,225.0,2023-05-29
Entire home/apt,North Beach,37.80008,-122.4056,120.0,2023-05-03
Entire home/apt,Seacliff,37.77641,-122.50991,535.0,2023-05-21
Private room,Marina,37.79793,-122.4418,207.0,2023-05-29
Entire home/apt,Western Addition,37.77743,-122.42502,120.0,2023-02-07
Entire home/apt,Bernal Heights,37.74567,-122.41328,250.0,2023-02-20
Entire home/apt,Western Addition,37.77112,-122.43306,230.0,2023-03-07
Private room,West of Twin Peaks,37.73372,-122.46382,45.0,2023-05-29
Private room,Western Addition,37.77703,-122.44039,89.0,2023-06-01
Entire home/apt,Noe Valley,37.75322,-122.43647,307.0,2023-04-28
Entire home/apt,Excelsior,37.72797,-122.4282,98.0,2023-05-21
Entire home/apt,Marina,37.79829,-122.43292,247.0,2023-06-01
Entire home/apt,Marina,37.80299,-122.43843,733.0,2023-05-08
Entire home/apt,Bernal Heights,37.74199,-122.42103,191.0,2023-05-28
Entire home/apt,West of Twin Peaks,37.74193,-122.46531,62.0,2023-05-24
Entire home/apt,Downtown/Civic Center,37.78250625125391,-122.42067675115612,364.0,2023-05-28
Entire home/apt,Western Addition,37.77698,-122.44192,209.0,2023-03-17
Entire home/apt,South of Market,37.77638,-122.40748,313.0,2023-05-28
Private room,Downtown/Civic Center,37.78907,-122.40965,236.0,2023-03-23
Entire home/apt,Inner Richmond,37.78611755371094,-122.47742462158205,193.0,2023-05-27
Entire home/apt,Outer Richmond,37.77577,-122.49306,235.0,2023-03-29
Private room,Golden Gate Park,37.77353,-122.45986,155.0,2023-05-29
Entire home/apt,Haight Ashbury,37.76791,-122.44643,185.0,2023-05-29
Entire home/apt,Haight Ashbury,37.76841,-122.45009,99.0,2023-05-02
Entire home/apt,Castro/Upper Market,37.7563,-122.43416,471.0,2023-05-28
Entire home/apt,Outer Sunset,37.7587,-122.50819,295.0,2023-05-28
Entire home/apt,Russian Hill,37.80232,-122.41871,141.0,2023-05-14
Private room,Outer Richmond,37.7751,-122.50099,118.0,2023-05-18
Entire home/apt,Potrero Hill,37.76241,-122.3972,425.0,2023-05-20
Entire home/apt,Downtown/Civic Center,37.78252211586261,-122.41528114980572,118.0,2023-05-27
Entire home/apt,North Beach,37.798746564512605,-122.40386626195738,526.0,2023-04-25
Entire home/apt,Downtown/Civic Center,37.78239,-122.41833,120.0,2023-01-25
Entire home/apt,South of Market,37.78097,-122.40628,123.0,2023-04-12
Entire home/apt,Financial District,37.78724,-122.39825,100.0,2023-03-20
Entire home/apt,Glen Park,37.73932,-122.43337,126.0,2023-01-31
Entire home/apt,Lakeshore,37.73286,-122.47812,267.0,2023-05-30
Entire home/apt,Marina,37.80572,-122.43545,274.0,2023-05-29
Entire home/apt,Mission,37.7562,-122.40944,240.0,2023-04-17
Private room,Mission,37.75292,-122.4186,99.0,2023-05-30
Entire home/apt,Haight Ashbury,37.77426,-122.45376,165.0,2023-05-27
Entire home/apt,Mission,37.7523,-122.41395,175.0,2023-05-31
Entire home/apt,West of Twin Peaks,37.73993,-122.4686,73.0,2023-05-23
Entire home/apt,Inner Richmond,37.77739,-122.46161,151.0,2023-05-25
Entire home/apt,Outer Sunset,37.747253,-122.504105,177.0,2023-05-28
Entire home/apt,Noe Valley,37.7527,-122.43294,159.0,2023-03-31
Entire home/apt,Noe Valley,37.74988,-122.4355,139.0,2023-05-30
Entire home/apt,North Beach,37.80074,-122.41048,310.0,2023-05-20
Entire home/apt,Russian Hill,37.80601,-122.41901,395.0,2023-05-22
Entire home/apt,Nob Hill,37.79102,-122.40921,123.0,2023-01-28
Entire home/apt,Mission,37.76548,-122.42032,302.0,2023-05-18
Entire home/apt,Haight Ashbury,37.77234,-122.44622,175.0,2023-05-12
Entire home/apt,Mission,37.75778,-122.41316,390.0,2023-01-17
Private room,Pacific Heights,37.79727,-122.42396,120.0,2023-05-07
Private room,Pacific Heights,37.79702,-122.42433,149.0,2023-01-01
Entire home/apt,West of Twin Peaks,37.74412,-122.45273,500.0,2023-05-29
Private room,Mission,37.75796,-122.40913,100.0,2023-05-24
Private room,Mission,37.76034,-122.42394,130.0,2023-05-29
Entire home/apt,Castro/Upper Market,37.75948,-122.44357,549.0,2023-05-22
Entire home/apt,Castro/Upper Market,37.75919,-122.43723,395.0,2023-05-31
Entire home/apt,Castro/Upper Market,37.7601,-122.42869,300.0,2023-03-10
Entire home/apt,Excelsior,37.72882,-122.42539,108.0,2023-05-19
Private room,Noe Valley,37.74584,-122.43292,290.0,2023-01-03
Private room,Western Addition,37.77819,-122.43721,140.0,2023-05-15
Entire home/apt,Inner Sunset,37.75868,-122.46912,103.0,2023-05-19
Entire home/apt,Mission,37.76956,-122.42483,575.0,2023-05-30
Entire home/apt,Western Addition,37.77028,-122.43156,249.0,2023-04-16
Private room,Mission,37.76121,-122.41922,103.0,2023-05-25
Private room,Castro/Upper Market,37.76728,-122.43866,114.0,2023-05-10
Entire home/apt,Mission,37.76076,-122.4241,302.0,2023-05-04
Entire home/apt,South of Market,37.77631,-122.41081,150.0,2023-02-27
Entire home/apt,Inner Sunset,37.76354,-122.4673,150.0,2023-05-31
Entire home/apt,Downtown/Civic Center,37.7774,-122.42003,203.0,2023-04-23
Entire home/apt,Potrero Hill,37.76553,-122.39614,290.0,2023-05-22
Entire home/apt,Mission,37.77025,-122.42193,87.0,2023-04-25
Private room,Marina,37.7993,-122.42534,149.0,2023-05-20
Entire home/apt,Presidio Heights,37.78421,-122.45896,255.0,2023-05-14
Entire home/apt,Bayview,37.73791,-122.38596,238.0,2023-05-19
Entire home/apt,North Beach,37.80017,-122.40334,225.0,2023-05-09
Entire home/apt,Bernal Heights,37.7334,-122.41832,500.0,2023-05-01
Entire home/apt,Potrero Hill,37.76249,-122.40307,181.0,2023-02-12
Entire home/apt,Outer Sunset,37.7516,-122.50727,852.0,2023-05-18
Private room,Outer Sunset,37.75939,-122.50664,110.0,2023-05-03
Private room,Bernal Heights,37.743557,-122.409401,254.0,2023-02-11
Private room,Marina,37.79759,-122.42398,103.0,2023-04-25
Private room,Mission,37.761097,-122.424545,108.0,2023-05-31
Entire home/apt,Outer Richmond,37.77623,-122.50623,175.0,2023-05-31
Private room,Mission,37.75217,-122.40954,75.0,2023-05-21
Entire home/apt,Outer Mission,37.7305,-122.45194,231.0,2023-05-25
Entire home/apt,Noe Valley,37.75417,-122.43705,635.0,2023-03-28
Entire home/apt,Outer Sunset,37.75142,-122.49788,120.0,2023-05-14
Entire home/apt,Excelsior,37.73019991098513,-122.429631039933,75.0,2023-03-20
Private room,Bernal Heights,37.73559,-122.42482,32.0,2023-05-07
Private room,Western Addition,37.77353,-122.42822,83.0,2023-05-30
Private room,Marina,37.80097,-122.43311,53.0,2023-04-30
Entire home/apt,Nob Hill,37.79131,-122.40942,95.0,2023-03-24
Entire home/apt,Mission,37.7603,-122.42256,85.0,2023-02-28
Entire home/apt,Outer Richmond,37.7774,-122.50255,168.0,2023-04-24
Entire home/apt,Noe Valley,37.74498,-122.4367,215.0,2023-04-14
Private room,Bernal Heights,37.74698142528837,-122.41391038161468,99.0,2023-05-29
Private room,Potrero Hill,37.75995,-122.39668,130.0,2023-05-28
Entire home/apt,Downtown/Civic Center,37.77985,-122.42176,95.0,2023-03-24
Entire home/apt,Western Addition,37.774849,-122.436317,150.0,2023-04-22
Private room,Downtown/Civic Center,37.789562,-122.411217,190.0,2023-05-26
Entire home/apt,South of Market,37.78674,-122.38955,104.0,2023-05-28
Private room,Financial District,37.78457,-122.39989,390.0,2023-04-27
Entire home/apt,Parkside,37.7435,-122.48473,55.0,2023-02-11
Private room,Excelsior,37.71604,-122.43452,69.0,2023-05-21
Private room,Western Addition,37.77727,-122.44638,384.0,2023-04-16
Entire home/apt,North Beach,37.80197,-122.40968,620.0,2023-04-09
Private room,Bernal Heights,37.74134,-122.40958,140.0,2023-05-22
Entire home/apt,Nob Hill,37.792040672417286,-122.4098735815763,214.0,2023-05-26
Private room,Lakeshore,37.73343,-122.48879,77.0,2023-05-06
Entire home/apt,Outer Richmond,37.77879,-122.50102,809.0,2023-05-25
Private room,Bernal Heights,37.743523,-122.409355,254.0,2023-03-28
Private room,Haight Ashbury,37.76848,-122.44556,85.0,2023-05-27
Private room,Downtown/Civic Center,37.7866,-122.41561,92.0,2023-05-27
Entire home/apt,Bernal Heights,37.74409,-122.40846,124.0,2023-05-31
Private room,Potrero Hill,37.75565,-122.40125,176.0,2023-05-29
Private room,South of Market,37.77538,-122.41625,120.0,2023-05-22
Entire home/apt,Mission,37.76077,-122.42069,198.0,2023-02-09
Entire home/apt,Castro/Upper Market,37.76658,-122.43825,370.0,2023-05-21
Private room,Castro/Upper Market,37.75809,-122.44163,145.0,2023-05-22
Entire home/apt,Glen Park,37.73389,-122.4324,440.0,2023-05-16
Entire home/apt,Bernal Heights,37.74464,-122.41792,145.0,2023-06-01
Entire home/apt,South of Market,37.77538,-122.41477,125.0,2023-01-31
Entire home/apt,Nob Hill,37.79384,-122.41409,100.0,2023-05-02
Entire home/apt,Downtown/Civic Center,37.77907,-122.42324,99.0,2023-04-13
Entire home/apt,Ocean View,37.720842932586535,-122.45428913707552,150.0,2023-05-29
Private room,Mission,37.7683,-122.42539,101.0,2023-05-26
Private room,Bernal Heights,37.74356,-122.4094,310.0,2023-05-27
Entire home/apt,North Beach,37.80069,-122.40586,160.0,2023-04-30
Private room,Nob Hill,37.79104,-122.41551,95.0,2023-03-05
Private room,South of Market,37.77797,-122.41078,101.0,2023-05-20
Entire home/apt,Bernal Heights,37.74098,-122.4221,550.0,2023-04-28
Entire home/apt,Downtown/Civic Center,37.77670416204766,-122.4180580579248,215.0,2023-05-28
Private room,West of Twin Peaks,37.73386,-122.4638,53.0,2023-05-24
Private room,Outer Mission,37.73411,-122.44805,55.0,2023-04-04
Entire home/apt,Excelsior,37.72578,-122.40243,61.0,2023-05-19
Entire home/apt,Mission,37.757332,-122.421906,536.0,2023-05-29
Entire home/apt,Bayview,37.73678,-122.39551,132.0,2023-04-01
Private room,Excelsior,37.72557,-122.43388,70.0,2023-05-16
Entire home/apt,Mission,37.75707,-122.4116,350.0,2023-04-01
Private room,Glen Park,37.73814,-122.43079,99.0,2023-01-06
Private room,Bernal Heights,37.741510166910366,-122.4091396974834,126.0,2023-05-26
Private room,Mission,37.77063,-122.42307,135.0,2023-05-27
Entire home/apt,Glen Park,37.73742,-122.43529,105.0,2023-05-07
Entire home/apt,Noe Valley,37.74372,-122.43571,258.0,2023-05-28
Entire home/apt,Outer Richmond,37.77853,-122.50835,206.0,2023-06-02
